objectid,title,state,university,repo-y-or-no,reponame,filename,pubtitle,titlesincollection,agency,numberofitems,date-range,software,imagefile?,pdf?,type,format,subject
agpubrepos0195,Circular (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WLSCir,Circular,,UW-Libraries,,unknown,,,,url,record,
agpubrepos0196,College of agriculture announcement of courses (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.AnnouCour,College of agriculture announcement of courses,,UW-Libraries,,1940-1946,,,,url,record,
agpubrepos0197,Courses in agriculture (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.CourInAg,Courses in agriculture,,UW-Libraries,,1931-1939,,,,url,record,
agpubrepos0198,Drought relief circular letters series DRCL (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.DRCL01,Drought relief circular letters series DRCL,,UW-Libraries,,1933-1934,,,,url,record,
agpubrepos0199,Farm labor news (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.FarmLaborNews,Farm labor news,,UW-Libraries,,1945-1947,,,,url,record,
agpubrepos0200,The farm short course (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.FarmShort,The farm short course,,UW-Libraries,,1939-1941,,,,url,record,
agpubrepos0201,Milwaukee milk producer (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.MMP,Milwaukee milk producer,,UW-Libraries,,1929-1950,,,,url,record,
agpubrepos0202,Proceedings of ... annual meeting (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WBA,Proceedings of ... annual meeting,,UW-Libraries,,1902-1941,,,,url,record,
agpubrepos0203,Proceedings of the ... annual convention of the Wisconsin Ginseng Growers' Association (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.PTAWGGA,Proceedings of the ... annual convention of the Wisconsin Ginseng Growers' Association,,UW-Libraries,,1911-1913,,,,url,record,
agpubrepos0204,Proceedings of the ... annual meeting of the Southern Wisconsin Cheesemakers' and Dairymen's Association (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.SWCD,Proceedings of the ... annual meeting of the Southern Wisconsin Cheesemakers' and Dairymen's Association,,UW-Libraries,,1908-1930,,,,url,record,
agpubrepos0205,Proceedings of the ... annual meeting of the Southern Wisconsin Cheesemakers' Association (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.SWCA02,Proceedings of the ... annual meeting of the Southern Wisconsin Cheesemakers' Association,,UW-Libraries,,1906-1907,,,,url,record,
agpubrepos0206,Proceedings of the Wisconsin Cheese Makers' Association annual convention (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WCAProceedings,Proceedings of the Wisconsin Cheese Makers' Association annual convention,,UW-Libraries,,1913-1954,,,,url,record,
agpubrepos0207,Proceedings of the Wisconsin State Cranberry Growers' Association (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WSCG,Proceedings of the Wisconsin State Cranberry Growers' Association,,UW-Libraries,,1888-1938,,,,url,record,
agpubrepos0208,Report of the office of county agricultural agent Outagamie County (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.OutagCoAA,Report of the office of county agricultural agent Outagamie County,,UW-Libraries,,1937-1941,,,,url,record,
agpubrepos0209,Report of the state forester of Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.RSF,Report of the state forester of Wisconsin,,UW-Libraries,,1908-1913,,,,url,record,
agpubrepos0210,Report of the state veterinarian of the state of Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.RSVSW,Report of the state veterinarian of the state of Wisconsin,,UW-Libraries,,1888-1901,,,,url,record,
agpubrepos0211,Report of the Wisconsin State Horticultural Society for the years ... (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WSHSRep,Report of the Wisconsin State Horticultural Society for the years ...,,UW-Libraries,,1864-1869,,,,url,record,
agpubrepos0212,The short course in agriculture (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.ShortAg,The short course in agriculture,,UW-Libraries,,1909-1924,,,,url,record,
agpubrepos0213,Special courses in dairy manufacturing (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.SpecCour,Special courses in dairy manufacturing,,UW-Libraries,,1937-1940,,,,url,record,
agpubrepos0214,Special dairy course for creamery and and cheese factory operators and managers (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.SpecCream,Special dairy course for creamery and and cheese factory operators and managers,,UW-Libraries,,1913-1918,,,,url,record,
agpubrepos0215,State of Wisconsin crop report (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WICrop,State of Wisconsin crop report,,UW-Libraries,,1901-1915,,,,url,record,
agpubrepos0216,The special course for creamery and cheese factory operators and managers and ice cream makers (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.SpecIce,The special course for creamery and cheese factory operators and managers and ice cream makers,,UW-Libraries,,1920-1922,,,,url,record,
agpubrepos0217,Training for farming in the short course (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.TrainFarm,Training for farming in the short course,,UW-Libraries,,1932-1934,,,,url,record,
agpubrepos0218,Transactions of the Wisconsin State Agricultural Society: together with short-hand report of annual convention (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.TransWSAS,Transactions of the Wisconsin State Agricultural Society: together with short-hand report of annual convention,,UW-Libraries,,1851-1896,,,,url,record,
agpubrepos0219,Transactions of the Wisconsin State Horticultural Society (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WSHSTrans,Transactions of the Wisconsin State Horticultural Society,,UW-Libraries,,1870-1888,,,,url,record,
agpubrepos0220,Waupaca County [Wisconsin] agricultural agent's annual report (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WaupCoAA,Waupaca County [Wisconsin] agricultural agent's annual report,,UW-Libraries,,1944-1945,,,,url,record,
agpubrepos0221,The winter course in dairy manufacturing (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WintDairy,The winter course in dairy manufacturing,,UW-Libraries,,1934-1936,,,,url,record,
agpubrepos0222,Winter courses in agriculture for farm boys (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WintCour,Winter courses in agriculture for farm boys,,UW-Libraries,,1927-1930,,,,url,record,
agpubrepos0223,Wisconsin beekeeping (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WIBee,Wisconsin beekeeping,,UW-Libraries,,1924-1933,,,,url,record,
agpubrepos0224,Wisconsin Cranberry School Proceedings (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WiCran,Wisconsin Cranberry School Proceedings,,UW-Libraries,,1990-2013,,,,url,record,
agpubrepos0225,Wisconsin crop and livestock reporter (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.CLR02,Wisconsin crop and livestock reporter,,UW-Libraries,,1924-1963,,,,url,record,
agpubrepos0226,Wisconsin D. H. I. A. year book (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WIDHIA,Wisconsin D. H. I. A. year book,,UW-Libraries,,1935-1937,,,,url,record,
agpubrepos0227,Wisconsin dairy statistics for ... (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WIDairyStat,Wisconsin dairy statistics for ...,,UW-Libraries,,1922-1928,,,,url,record,
agpubrepos0228,Wisconsin Dairymen's Association year book (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WDAYrBk,Wisconsin Dairymen's Association year book,,UW-Libraries,,1936-1953,,,,url,record,
agpubrepos0229,"The Wisconsin farmer, and northwestern cultivator (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WIFarmer,"The Wisconsin farmer, and northwestern cultivator",,UW-Libraries,,1849-1866,,,,url,record,
agpubrepos0230,"Wisconsin Farmers' Institutes, a hand-book of agriculture (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WFIHandbook,"Wisconsin Farmers' Institutes, a hand-book of agriculture",,UW-Libraries,,1890-1924,,,,url,record,
agpubrepos0231,Wisconsin horticulture (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WIHort,Wisconsin horticulture,,UW-Libraries,,1903-1967,,,,url,record,
agpubrepos0232,Wisconsin horticulturist : issued monthly under the management of the Wisconsin State Horticultural Society (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WHS,Wisconsin horticulturist : issued monthly under the management of the Wisconsin State Horticultural Society,,UW-Libraries,,1896-1903,,,,url,record,
agpubrepos0233,The Wisconsin lumberman (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.WILumber,The Wisconsin lumberman,,UW-Libraries,,1873-1875,,,,url,record,
agpubrepos0234,Wisconsin monthly crop and livestock reporter (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=browse&scope=WI.CLR01,Wisconsin monthly crop and livestock reporter,,UW-Libraries,,1921-1923,,,,url,record,
agpubrepos0235,"The 1931 county agent's report on the progress of Grant County's agricultural program, Nov. 1, 1930 to Nov. 1, 1931 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.GrantCoProg,"The 1931 county agent's report on the progress of Grant County's agricultural program, Nov. 1, 1930 to Nov. 1, 1931",,UW-Libraries,,1930-1931,,,,url,record,
agpubrepos0236,1944 annual report county agricultural agent Winnebago County Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WinCoAgAgent,1944 annual report county agricultural agent Winnebago County Wisconsin,,UW-Libraries,,1944,,,,url,record,
agpubrepos0237,Agricultural possibilities of northern Wisconsin : an address delivered at a Farmers' Institute (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AgriPossib,Agricultural possibilities of northern Wisconsin : an address delivered at a Farmers' Institute,,UW-Libraries,,1850-1932,,,,url,record,
agpubrepos0238,Agricultural reconstruction period in Buffalo County and exodus to the west (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.ARPBuffCo,Agricultural reconstruction period in Buffalo County and exodus to the west,,UW-Libraries,,1859-1946,,,,url,record,
agpubrepos0239,Amber cane in Wisconsin : a circular from the Agricultural Department of the state university (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AmberCane,Amber cane in Wisconsin : a circular from the Agricultural Department of the state university,,UW-Libraries,,1850-1932,,,,url,record,
agpubrepos0240,"American Farming. Ring, Youmans and Co., the Wisconsin land, emigration and colonization company, Neillsville, Wis., U. S. A.: prospectus for 1884 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AmerFarm,"American Farming. Ring, Youmans and Co., the Wisconsin land, emigration and colonization company, Neillsville, Wis., U. S. A.: prospectus for 1884",,UW-Libraries,,1884,,,,url,record,
agpubrepos0241,Annual narrative report of the Price County Agricultural Agent (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.PriceCoAA,Annual narrative report of the Price County Agricultural Agent,,UW-Libraries,,unknown,,,,url,record,
agpubrepos0242,Annual report 1942: agricultural agent Trempealeau County (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AATrempCo,Annual report 1942: agricultural agent Trempealeau County,,UW-Libraries,,1942,,,,url,record,
agpubrepos0243,Annual report of county extension 4-H club agent (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.KewauCo4H,Annual report of county extension 4-H club agent,,UW-Libraries,,1942,,,,url,record,
agpubrepos0244,"Annual report of the county agricultural agent and the home demonstration agent, November 1, 1947: St. Croix County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.CAAHDAStCro,"Annual report of the county agricultural agent and the home demonstration agent, November 1, 1947: St. Croix County, Wisconsin",,UW-Libraries,,1947,,,,url,record,
agpubrepos0245,Annual report of the Trempealeau County agricultural agent (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.TrempCoAA,Annual report of the Trempealeau County agricultural agent,,UW-Libraries,,1941,,,,url,record,
agpubrepos0246,Annual report of the Wisconsin Ginseng Growers' Association (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.ARWGGA,Annual report of the Wisconsin Ginseng Growers' Association,,UW-Libraries,,1910,,,,url,record,
agpubrepos0247,"Annual report of W. C. Voskuil, county agricultural agent of Grant County, Wisconsin: 1938-1939 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.GrantCoVosk,"Annual report of W. C. Voskuil, county agricultural agent of Grant County, Wisconsin: 1938-1939",,UW-Libraries,,1938-1939,,,,url,record,
agpubrepos0248,"Annual report Winnebago County Agricultural Committee: November 1, 1940 to October 31, 1941 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WinCoAgCom4041,"Annual report Winnebago County Agricultural Committee: November 1, 1940 to October 31, 1941",,UW-Libraries,,1940-1941,,,,url,record,
agpubrepos0249,"Annual report Winnebago County Agricultural Committee: November 1, 1941 to October 31, 1942 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WinCoAgCom4142,"Annual report Winnebago County Agricultural Committee: November 1, 1941 to October 31, 1942",,UW-Libraries,,1941-1942,,,,url,record,
agpubrepos0250,"Annual report, 1939: St. Croix Co. Agricultural Agent (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AnnRepCro39,"Annual report, 1939: St. Croix Co. Agricultural Agent",,UW-Libraries,,1939,,,,url,record,
agpubrepos0251,"Annual report: county agricultural committee, Winnebago County: November 1, 1939 to October 31, 1940 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WinCoAgCom3940,"Annual report: county agricultural committee, Winnebago County: November 1, 1939 to October 31, 1940",,UW-Libraries,,1939-1940,,,,url,record,
agpubrepos0252,"Atlas and farm directory with complete survey in township plats; Green Lake County, Wisconsin: containing plats of all townships with owners' names; also maps of the state, United States and world; also an outline map of the county showing location of townships, villages, roads, schools, churches, railroads, streams, etc., etc. (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WFFarmerAtlas,"Atlas and farm directory with complete survey in township plats; Green Lake County, Wisconsin: containing plats of all townships with owners' names; also maps of the state, United States and world; also an outline map of the county showing location of townships, villages, roads, schools, churches, railroads, streams, etc., etc.",,UW-Libraries,,1914,,,,url,record,
agpubrepos0253,"Atlas and plat book of Green County, Wisconsin : compiled from surveys and the public records of Green County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.NGPlatGreen1931,"Atlas and plat book of Green County, Wisconsin : compiled from surveys and the public records of Green County, Wisconsin",,UW-Libraries,,1931,,,,url,record,
agpubrepos0254,"Atlas and plat book of Racine County Wisconsin : compiled from surveys and the public records of Racine County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.RacineAtlas1931,"Atlas and plat book of Racine County Wisconsin : compiled from surveys and the public records of Racine County, Wisconsin",,UW-Libraries,,1931,,,,url,record,
agpubrepos0255,"Atlas and plat book of Walworth County Wisconsin 1930 : compiled from surveys and the public records of Walworth County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WalworthAtlas1930,"Atlas and plat book of Walworth County Wisconsin 1930 : compiled from surveys and the public records of Walworth County, Wisconsin",,UW-Libraries,,1930,,,,url,record,
agpubrepos0256,"Atlas and plat book, Racine County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.RacineAtlas1950,"Atlas and plat book, Racine County, Wisconsin",,UW-Libraries,,1950,,,,url,record,
agpubrepos0257,"Atlas of Brown County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AtlasBrownCo,"Atlas of Brown County, Wisconsin",,UW-Libraries,,1928,,,,url,record,
agpubrepos0258,"Atlas of Columbia County, Wisconsin drawn from actual surveys and the county records to which is added a rail road and sectional map of the state of Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AtlasColumCo,"Atlas of Columbia County, Wisconsin drawn from actual surveys and the county records to which is added a rail road and sectional map of the state of Wisconsin",,UW-Libraries,,1873,,,,url,record,
agpubrepos0259,"Atlas of Dane County including plats of towns, cities and villages (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AtlasDaneCo,"Atlas of Dane County including plats of towns, cities and villages",,UW-Libraries,,1904,,,,url,record,
agpubrepos0260,"Atlas of Door County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AtlasDoorCo,"Atlas of Door County, Wisconsin",,UW-Libraries,,1914,,,,url,record,
agpubrepos0261,"Atlas of Green County, Wisconsin : drawn from actual surveys and the county records : to which is added a rail road & sectional map of the state of Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.NGAtlasGreen1873,"Atlas of Green County, Wisconsin : drawn from actual surveys and the county records : to which is added a rail road & sectional map of the state of Wisconsin",,UW-Libraries,,1873,,,,url,record,
agpubrepos0262,"Atlas of La Crosse County, Wisconsin: containing plats of all townships in colors, with owners names, outline map of the county showing location of townships, villages, roads, schools, churches, railroads, streams also maps of the state of Wisconsin and the United States, compiled from the latest data on record (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LaXPlatBook,"Atlas of La Crosse County, Wisconsin: containing plats of all townships in colors, with owners names, outline map of the county showing location of townships, villages, roads, schools, churches, railroads, streams also maps of the state of Wisconsin and the United States, compiled from the latest data on record",,UW-Libraries,,1913,,,,url,record,
agpubrepos0263,"Atlas of La Crosse County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.LaXCoAtlas,"Atlas of La Crosse County, Wisconsin",,UW-Libraries,,1930,,,,url,record,
agpubrepos0264,"Atlas of Manitowoc County, Wisconsin, 1936 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manAtlas1936,"Atlas of Manitowoc County, Wisconsin, 1936",,UW-Libraries,,1936,,,,url,record,
agpubrepos0265,"Atlas of Manitowoc County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.manAtlas1922,"Atlas of Manitowoc County, Wisconsin",,UW-Libraries,,1922,,,,url,record,
agpubrepos0266,"Atlas of Outagamie County, Wisconsin. 1942 (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.ConnellyAtlas1942,"Atlas of Outagamie County, Wisconsin. 1942",,UW-Libraries,,1942,,,,url,record,
agpubrepos0267,"Atlas of Racine County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.RacineAtlas1956,"Atlas of Racine County, Wisconsin",,UW-Libraries,,1956,,,,url,record,
agpubrepos0268,"Atlas of Sheboygan County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.SheDono1916,"Atlas of Sheboygan County, Wisconsin",,UW-Libraries,,1916,,,,url,record,
agpubrepos0269,"Atlas of Sheboygan County, Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.SheDono1920,"Atlas of Sheboygan County, Wisconsin",,UW-Libraries,,1920,,,,url,record,
agpubrepos0270,"Atlas of the city of Oshkosh, Wis. (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.Oshkosh1895,"Atlas of the city of Oshkosh, Wis.",,UW-Libraries,,1895,,,,url,record,
agpubrepos0271,Atlas of Walworth County Wisconsin (University of Wisconsin-Madison Library),Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.WalworthAtlas1982,Atlas of Walworth County Wisconsin,,UW-Libraries,,1982,,,,url,record,
agpubrepos0272,"Atlas of Waukesha Co. Wisconsin, drawn from actual surveys and the county records to which is added a railroad & sectional map of the state of Wisconsin (University of Wisconsin-Madison Library)",Wisconsin,University of Wisconsin-Madison Library,y,,https://digicoll.library.wisc.edu/cgi-bin/WI/WI-idx?type=header;pview=hide;id=WI.AtlasWaukCo1873,"Atlas of Waukesha Co. Wisconsin, drawn from actual surveys and the county records to which is added a railroad & sectional map of the state of Wisconsin",,UW-Libraries,,1873,,,,url,record,
